tweet_text,Time,origin_long,origin_lat,latitude,longitude
"ML 2.2 (69 min ago)
30km 19.17°N 67.10°W
Oct 29, 2019 23:17:33 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.17,-67.1
"MD 2.9 (27 min ago)
10km 19.13°N 67.11°W
Oct 29, 2019 23:17:36 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.13,-67.11
"Md 2.88 earthquake (reviewed) occured at 2019-10-29T23:17:36 UTC, 69km N of Isabela, Puerto Rico https://t.co/StR1ZLXo9Q",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.127,-67.1111
"MD 3.0 (197 min ago)
10km 19.14°N 67.20°W
Oct 29, 2019 18:38:02 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.14,-67.2
"MD 2.7 (238 min ago)
10km 19.14°N 67.19°W
Oct 29, 2019 17:56:59 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.14,-67.19
"MD 2.7 (249 min ago)
10km 19.12°N 67.25°W
Oct 29, 2019 17:45:49 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.12,-67.25
"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 68km N of Isabela, Puerto Rico https://t.co/5Bijvlayd1",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0873,-67.223
"USGS reports a M3.4 #earthquake 67km N of San Antonio, Puerto Rico on 10/28/19 @ 16:29:46 UTC https://t.co/eR6cE62xsH #quake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0873,-67.223
"MD 3.4 (27 min ago)
7km 19.09°N 67.22°W
Oct 28, 2019 16:29:46 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.09,-67.22
"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 67km N of San Antonio, Puerto Rico https://t.co/5Bijvlayd1",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0873,-67.223
"MD 2.8 (93 min ago)
12km 19.13°N 67.30°W
Oct 28, 2019 05:19:43 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.13,-67.3
"MD 2.8 (224 min ago)
79km 19.05°N 67.11°W
Oct 28, 2019 02:21:18 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.05,-67.11
"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 65km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0841,-67.2721
"MD 3.2 (20 min ago)
10km 19.08°N 67.27°W
Oct 27, 2019 19:59:13 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.08,-67.27
"USGS reports a M3.17 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 19:59:13 UTC https://t.co/SQez8SVZ0s #quake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0841,-67.2721
"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 68km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0841,-67.2721
"MD 2.5 (288 min ago)
24km 19.10°N 67.20°W
Oct 27, 2019 14:19:10 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.1,-67.2
"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:41 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.1418,-67.1595
"Mb 4.4 earthquake (reviewed) occured at 2019-10-27T13:29:47 UTC, 70km N of San Antonio, Puerto Rico https://t.co/ufStrYdaXE",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.123,-67.2026
"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:42 UTC, 70km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.1269,-67.1668
"USGS reports a M4.5 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:29:48 UTC https://t.co/Jtire27sAn #quake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0976,-67.2312
"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:29:48 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/ufStrYdaXE",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.0976,-67.2312
"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/Db2PUrWiR1",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.068,-67.182
"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/0UdY7jIJkt",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.068,-67.182
"Ml 4.4 earthquake (REVIEWED) occured at 2019-10-27T13:29:50 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/S705X5RO5X",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.068,-67.182
"MD 2.6 (150 min ago)
10km 19.10°N 67.24°W
Oct 26, 2019 20:57:23 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.1,-67.24
"MD 2.9 (75 min ago)
28km 19.06°N 67.15°W
Oct 25, 2019 14:24:16 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.06,-67.15
"MD 2.6 (230 min ago)
13km 19.08°N 67.25°W
Oct 24, 2019 08:11:09 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.08,-67.25
"MD 2.7 (303 min ago)
39km 19.13°N 67.28°W
Oct 24, 2019 04:04:18 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.13,-67.28
"MD 2.5 (348 min ago)
8km 19.05°N 67.20°W
Oct 24, 2019 03:18:40 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.05,-67.2
"MD 3.0 (35 min ago)
7km 19.14°N 67.17°W
Oct 24, 2019 05:45:42 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.14,-67.17
"Md 2.97 earthquake (reviewed) occured at 2019-10-24T05:45:42 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/XVr5m46z58",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.1416,-67.1671
"MD 3.0 (218 min ago)
64km 19.16°N 67.14°W
Oct 23, 2019 08:13:16 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.16,-67.14
"MD 3.0 (87 min ago)
55km 19.15°N 66.98°W
Oct 23, 2019 05:33:56 UTC
#earthquake",2019-10-31T11:38:21.660Z,-67.0981,19.1068,19.15,-66.98
Felt #earthquake (#aardbewing) M4.3 strikes 44 km NW of Port Shepstone (South Africa) 46 min ago. Please report to:… https://t.co/Hvo1D0j3cq,2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.51,30.08
"Mag: 4.3 - Depth: 10 km - UTC 11:19 -  Port Shepstone, South Africa - USGS Info: https://t.co/Wzglp9zAMm",2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.5062,30.0822
"#Warning #Earthquake: 4.3 Ml, 44 Km Northwest of Port Shepstone, SouthAfrica. 2019/10/31. #SouthAfrica. More in OND… https://t.co/yoJJHNV1Q3",2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.5062,30.0822
"4.3 earthquake, 44km NW of Port Shepstone, South Africa. 2019-10-31 13:19:23 at epicenter (47m ago, depth 10km). https://t.co/f7q6KWvDvX",2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.5062,30.0822
Estimated population in the felt area: 4.2 millions inhabitants,2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.51,30.08
"M4.3 SOUTH AFRICA Depth 10.0km Oct 31, 2019 11:19:23 UTC, Oct 31, 2019 13:19:23 at epicenter https://t.co/BgyK1KGwDm",2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.5062,30.0822
"【M4.3】SOUTH AFRICA 10.0km 2019/10/31 20:19:23JST, 2019/10/31 11:19:23UTC
(G)https://t.co/OK5TMWoRD2 (USGS)https://t.co/rFxcOD6spj",2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.5062,30.0822
Map of felt reports received so far following the #earthquake M4.3 in South Africa 46 min ago,2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.51,30.08
Felt #earthquake (#aardbewing) M4.3 strikes 44 km NW of Port Shepstone (South Africa) 46 min ago. Please report to:… https://t.co/Hvo1D0j3cq,2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.51,30.08
"Mb 4.3 earthquake (reviewed) occured at 2019-10-31T11:19:23 UTC, 44km NW of Port Shepstone, South Africa https://t.co/FNFts3TuDQ",2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.5062,30.0822
"USGS reports a M4.3 #earthquake 44km NW of Port Shepstone, South Africa on 10/31/19 @ 11:19:23 UTC https://t.co/sdCOyLPDGS #quake",2019-10-31T11:19:23.765Z,30.0822,-30.5062,-30.5062,30.0822
"MD 2.9 (66 min ago)
84km 18.10°N 68.26°W
Oct 31, 2019 10:46:50 UTC
#earthquake",2019-10-31T10:46:50.210Z,-68.262,18.1025,18.1,-68.26
"MD 2.7 (89 min ago)
138km 18.07°N 68.32°W
Oct 29, 2019 06:53:58 UTC
#earthquake",2019-10-31T10:46:50.210Z,-68.262,18.1025,18.07,-68.32
"MD 2.3 (253 min ago)
10km 18.08°N 68.33°W
Oct 26, 2019 05:56:00 UTC
#earthquake",2019-10-31T10:46:50.210Z,-68.262,18.1025,18.08,-68.33
M6.6 #earthquake (#lindol) strikes 97 km E of #Budta (#Philippines) 17 min ago. Updated map of its effects: https://t.co/JAjflNxFNg,2019-10-31T10:41:17.129Z,125.4308,7.0635,7.02,125.3
"【M4.5】MINDANAO, PHILIPPINES 10.0km 2019/10/31 19:41:17JST, 2019/10/31 10:41:17UTC
(G)https://t.co/iuU3y4VNHr (USGS)https://t.co/LtBJ52ACRQ",2019-10-31T10:41:17.129Z,125.4308,7.0635,7.0635,125.4308
Estimated population in the felt area: 1.2 millions inhabitants https://t.co/VptZWnmJVG,2019-10-31T10:41:17.129Z,125.4308,7.0635,7.09,125.38
"Map of felt reports received so far following the #earthquake M4.3 in Mindanao, Philippines 45 min ago https://t.co/pmvxQoyUrO",2019-10-31T10:41:17.129Z,125.4308,7.0635,7.09,125.38
M4.3 #earthquake (#lindol) strikes 26 km W of #Davao (#Philippines) 37 min ago. Effects reported by eyewitnesses: https://t.co/t8Y2NklQHg,2019-10-31T10:41:17.129Z,125.4308,7.0635,7.09,125.38
"This detection is linked to the M4.3 #earthquake which shook Mindanao, Philippines 35 min ago",2019-10-31T10:41:17.129Z,125.4308,7.0635,7.09,125.38
"This is the 22th felt #earthquake in Mindanao, Philippines in the last 59 hours https://t.co/wPtMW5ND1t",2019-10-31T10:41:17.129Z,125.4308,7.0635,7.09,125.38
Felt #earthquake (#lindol) M4.3 strikes 26 km W of #Davao (#Philippines) 35 min ago. Please report to:… https://t.co/l4g2niCq7o,2019-10-31T10:41:17.129Z,125.4308,7.0635,7.09,125.38
"keep on smilling its important☺️🖤 @ SM Lanang Premier, Davao City, Davao del Sur https://t.co/Wvm1UbEQ4t",2019-10-31T10:41:17.129Z,125.4308,7.0635,7.01985255,125.49569591
I'm at Toril https://t.co/7aSE2cL4P0,2019-10-31T10:41:17.129Z,125.4308,7.0635,7.01813057,125.49570126
Stay strong badi! https://t.co/NR1HE614b9,2019-10-31T10:41:17.129Z,125.4308,7.0635,7.0166879,125.4959843
Too many thoughts go unsaid 💭 @ Toril Memorial Park https://t.co/EQNmgfEgHR,2019-10-31T10:41:17.129Z,125.4308,7.0635,7.04095877,125.49479046
"2.1 magnitude #earthquake. 3 km from Big Lake, AK, #UnitedStates https://t.co/lj1r6TQxtM",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.501,-149.905
"USGS reports a M1.8 #earthquake 3km SE of Big Lake, Alaska on 10/31/19 @ 16:46:22 UTC https://t.co/E7mtfqXTAE #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.5009,-149.905
"1.9 magnitude #earthquake. 7 km from Big Lake, AK, #UnitedStates https://t.co/jiiur0Vs24",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.456,-149.944
"USGS reports a M2.3 #earthquake 7km S of Big Lake, Alaska on 10/31/19 @ 15:37:20 UTC https://t.co/jjbrFTq2vi #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4557,-149.9443
"USGS reports a M1.1 #earthquake 3km ESE of Big Lake, Alaska on 10/31/19 @ 15:16:23 UTC https://t.co/E5i581FOKp #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.5089,-149.9034
"1.5 magnitude #earthquake. 3 km from #BigLake, AK, United States https://t.co/X4jOUd65ct",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.505,-149.905
"USGS reports a M1.5 #earthquake 3km SE of Big Lake, Alaska on 10/31/19 @ 14:33:52 UTC https://t.co/858JV1CEmi #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.5052,-149.9054
"1.9 magnitude #earthquake. 4 km from Big Lake, AK, #UnitedStates https://t.co/BPahIZwMTF",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.495,-149.899
"USGS reports a M1.9 #earthquake 4km SE of Big Lake, Alaska on 10/31/19 @ 13:46:35 UTC https://t.co/mbNz8j21Mo #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4953,-149.8985
"Ml 3.1 earthquake (automatic) occured at 2019-10-31T10:10:21 UTC, 6km S of Big Lake, Alaska https://t.co/lHuFvMvrY0",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4666,-149.9683
"Ml 3.3 earthquake (automatic) occured at 2019-10-31T10:10:21 UTC, 5km S of Big Lake, Alaska https://t.co/lHuFvMvrY0",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.468,-149.9613
"Ml 3.3 earthquake (automatic) occured at 2019-10-31T10:10:21 UTC, 5km S of Big Lake, Alaska https://t.co/lHuFvMN2Py",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.468,-149.9613
"3.3 magnitude #earthquake. 6 km from Big Lake, AK, #UnitedStates https://t.co/mrkP13KWeA",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.465,-149.932
"Alaska, United States of America
ML 3.3 (5 min ago)
30km 61.46°N 149.93°W
Oct 31, 2019 10:10:21 UTC
#earthquake https://t.co/Jc105Mf7tf",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.46,-149.93
"USGS reports a M3.3 #earthquake 6km S of Big Lake, Alaska on 10/31/19 @ 10:10:21 UTC https://t.co/7kQK09vNjF #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4645,-149.9316
"3.3 earthquake, 6km S of Big Lake, Alaska. 2019-10-31 01:10:21 at epicenter (4m ago, depth 30km). https://t.co/pakkkS4vAL",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4645,-149.9316
"Ml 3.3 earthquake (automatic) occured at 2019-10-31T10:10:21 UTC, 6km S of Big Lake, Alaska https://t.co/lHuFvMvrY0",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4645,-149.9316
"USGS reports a M1.3 #earthquake 3km SSW of Big Lake, Alaska on 10/30/19 @ 20:43:40 UTC https://t.co/sH67N4ozUi #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4942,-149.9794
"USGS reports a M1.4 #earthquake 4km E of Big Lake, Alaska on 10/30/19 @ 20:05:44 UTC https://t.co/jB0UqHmxjS #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.5281,-149.8639
"USGS reports a M1.1 #earthquake 4km SSE of Big Lake, Alaska on 10/30/19 @ 12:24:41 UTC https://t.co/UdxNxtIwqy #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4835,-149.9159
"1.6 magnitude #earthquake. 5 km from Big Lake, AK, #UnitedStates https://t.co/x01Uf4BWyr",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.48,-149.937
"USGS reports a M1.6 #earthquake 4km S of Big Lake, Alaska on 10/30/19 @ 8:37:12 UTC https://t.co/OqkIeIeOx8 #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4797,-149.9373
"1.6 magnitude #earthquake. 9 km from #BigLake, AK, United States https://t.co/ZV2xHJ7ELo",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.443,-149.933
"USGS reports a M1.6 #earthquake 8km S of Big Lake, Alaska on 10/27/19 @ 11:50:20 UTC https://t.co/b9jCAOGKzo #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4431,-149.9325
"USGS reports a M1.3 #earthquake 3km NE of Big Lake, Alaska on 10/26/19 @ 18:54:07 UTC https://t.co/4WZVuI0ODX #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.5407,-149.9106
"1.6 magnitude #earthquake. 7 km from Big Lake, #AK, United States https://t.co/OP92qbkRf5",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.462,-149.967
"USGS reports a M1.6 #earthquake 6km S of Big Lake, Alaska on 10/23/19 @ 4:29:46 UTC https://t.co/wTUoDibpAt #quake",2019-10-31T10:10:22.149Z,-149.9164,61.5072,61.4622,-149.967
"current weather in Lake Elsinore: clear sky, 72°F
4% humidity, wind 5mph, pressure 1020mb",2019-10-31T09:44:52.990Z,-117.4351667,33.7018333,33.67,-117.33
"Want to work in Lake Elsinore, CA? View our latest opening: https://t.co/AgUqlpyjOe #Speech #SLPeeps",2019-10-31T09:44:52.990Z,-117.4351667,33.7018333,33.6680772,-117.3272615
"USGS reports a M4.9 #earthquake 8km W of Magsaysay, Philippines on 10/31/19 @ 17:35:30 UTC https://t.co/d7Y453rP3l #quake",2019-10-31T08:56:40.712Z,125.1311,6.7118,6.7613,125.1111
"【M4.9】MINDANAO, PHILIPPINES 14.1km 2019/11/01 02:35:30JST, 2019/10/31 17:35:30UTC
(G)https://t.co/szpzdPaoOr (USGS)https://t.co/OboZFO3RTu",2019-10-31T08:56:40.712Z,125.1311,6.7118,6.7613,125.1111
"Mb 4.9 earthquake (reviewed) occured at 2019-10-31T17:35:30 UTC, 8km W of Magsaysay, Philippines https://t.co/2g98oG5vNq",2019-10-31T08:56:40.712Z,125.1311,6.7118,6.7613,125.1111
"USGS reports a M0.5 #earthquake 14km SSW of Searles Valley, CA on 10/31/19 @ 17:54:32 UTC https://t.co/cZ0QSS8hIR #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6466667,-117.4455
"USGS reports a M0.51 #earthquake 15km SSW of Searles Valley, CA on 10/31/19 @ 17:56:14 UTC https://t.co/VCnjMAJ9OL #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.643,-117.4673333
"USGS reports a M0.77 #earthquake 14km NE of Ridgecrest, CA on 10/31/19 @ 18:34:30 UTC https://t.co/Uowln7GZ8S #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.7038333,-117.5621667
"USGS reports a M1.07 #earthquake 14km NE of Ridgecrest, CA on 10/31/19 @ 18:36:05 UTC https://t.co/2lI0LkvTFp #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.7021675,-117.557663
"USGS reports a M1.24 #earthquake 14km SW of Searles Valley, CA on 10/31/19 @ 18:32:20 UTC https://t.co/CBhVP928uF #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6949997,-117.5254974
"USGS reports a M1.45 #earthquake 13km ENE of Ridgecrest, CA on 10/31/19 @ 17:49:29 UTC https://t.co/2wdzr8ULch #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6775017,-117.5494995
"USGS reports a M1.46 #earthquake 14km SSW of Searles Valley, CA on 10/31/19 @ 14:58:57 UTC https://t.co/m6vdp2G1Bt #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6575012,-117.4686661
"USGS reports a M1.58 #earthquake 15km SSW of Searles Valley, CA on 10/31/19 @ 13:44:42 UTC https://t.co/c59nUGvfdP #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6341667,-117.4523315
"1.8 magnitude #earthquake. 9 mi from Searles Valley, #CA, #UnitedStates https://t.co/PulUHgn1TN",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.694,-117.526
"USGS reports a M1.83 #earthquake 14km SW of Searles Valley, CA on 10/31/19 @ 13:34:13 UTC https://t.co/bG1ykC3QrB #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6930008,-117.5254974
"USGS reports a M1.1 #earthquake 9km SW of Searles Valley, CA on 10/31/19 @ 11:46:52 UTC https://t.co/r7zyGOB6Rj #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.7146683,-117.4789963
"USGS reports a M1.28 #earthquake 14km SW of Searles Valley, CA on 10/31/19 @ 10:25:38 UTC https://t.co/FcT8QIYpaP #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6865005,-117.5248337
"2.0 magnitude #earthquake. 9 mi from Searles Valley, CA, #UnitedStates https://t.co/pm1AY1UmSi",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.664,-117.511
"USGS reports a M1.99 #earthquake 15km SW of Searles Valley, CA on 10/31/19 @ 10:01:04 UTC https://t.co/sORWnAHN3s #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6640015,-117.5106659
"USGS reports a M1.02 #earthquake 12km SSW of Searles Valley, CA on 10/31/19 @ 9:54:11 UTC https://t.co/rI2w0gj56s #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.659668,-117.4421692
"USGS reports a M1 #earthquake 14km SW of Searles Valley, CA on 10/31/19 @ 9:48:50 UTC https://t.co/90CmxzI8RD #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6716652,-117.5111694
"2.9 magnitude #earthquake. 9 mi from Searles Valley, #CA, United States https://t.co/jw6uYEQIKD",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.667,-117.511
"Ml 2.85 earthquake (automatic) occured at 2019-10-31T08:49:14 UTC, 15km SW of Searles Valley, CA https://t.co/vvD5ULe3ku",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.667,-117.5115
"California, United States of America
ML 2.9 (5 min ago)
7km 35.67°N 117.51°W
Oct 31, 2019 08:49:14 UTC
#earthquake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.67,-117.51
"USGS reports a M2.86 #earthquake 14km SW of Searles Valley, CA on 10/31/19 @ 8:49:14 UTC https://t.co/HIQkxdXxHK #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6673317,-117.5066681
"Ml 2.86 earthquake (automatic) occured at 2019-10-31T08:49:14 UTC, 14km SW of Searles Valley, CA https://t.co/vvD5ULe3ku",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6673317,-117.5066681
"Ml 2.68 earthquake (automatic) occured at 2019-10-31T08:46:13 UTC, 14km SW of Searles Valley, CA https://t.co/Oal2sW8h92",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6856667,-117.5233333
"California, United States of America
ML 2.7 (4 min ago)
5km 35.69°N 117.52°W
Oct 31, 2019 08:46:13 UTC
#earthquake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.69,-117.52
"2.7 magnitude #earthquake. 14 km from Searles Valley, #CA, United States https://t.co/gervgEbsNG",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.685,-117.521
"2.7 magnitude #earthquake. 9 mi from Searles Valley, #CA, United States https://t.co/OlmjsyFaC9",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.685,-117.521
"Ml 2.71 earthquake (automatic) occured at 2019-10-31T08:46:13 UTC, 14km SW of Searles Valley, CA https://t.co/Oal2sW8h92",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6853333,-117.5205002
"USGS reports a M2.71 #earthquake 14km SW of Searles Valley, CA on 10/31/19 @ 8:46:13 UTC https://t.co/c5HuFXuZ76 #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6853333,-117.5205002
"1.8 magnitude #earthquake. 16 km from Ridgecrest, CA, ##UnitedStates https://t.co/Hemm1C7CeF",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.651,-117.503
"1.8 magnitude #earthquake. 10 mi from Ridgecrest, CA, #UnitedStates https://t.co/a4VtuukgY4",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.651,-117.503
"USGS reports a M1.79 #earthquake 16km SSW of Searles Valley, CA on 10/31/19 @ 8:04:07 UTC https://t.co/WAak52mXwG #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6489983,-117.4986649
"USGS reports a M1.61 #earthquake 13km SSW of Searles Valley, CA on 10/31/19 @ 7:02:34 UTC https://t.co/BIjqTYBrrV #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6556664,-117.4593353
"USGS reports a M0.58 #earthquake 14km SW of Searles Valley, CA on 10/31/19 @ 6:52:13 UTC https://t.co/MAOiTztv9s #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6841667,-117.5268333
"USGS reports a M0.76 #earthquake 15km ENE of Ridgecrest, CA on 10/31/19 @ 6:41:24 UTC https://t.co/MgvRUxcX0l #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.677,-117.5261667
"USGS reports a M1 #earthquake 7km ENE of Ridgecrest, CA on 10/31/19 @ 5:51:11 UTC https://t.co/tZSUnDYb74 #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.644165,-117.604332
"USGS reports a M1.05 #earthquake 17km SSW of Searles Valley, CA on 10/31/19 @ 5:28:30 UTC https://t.co/Y56Su51ima #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.623333,-117.4558334
"USGS reports a M0.76 #earthquake 14km ENE of Ridgecrest, CA on 10/31/19 @ 4:34:40 UTC https://t.co/ifrLoatNtB #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6856667,-117.5393333
"USGS reports a M0.77 #earthquake 15km NE of Ridgecrest, CA on 10/31/19 @ 4:12:32 UTC https://t.co/vkfXMRA5If #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.7098333,-117.5565
"USGS reports a M0.74 #earthquake 13km SW of Searles Valley, CA on 10/31/19 @ 3:52:12 UTC https://t.co/BIKJYdCdTK #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6873333,-117.5075
"USGS reports a M-0.1 #earthquake 11km SSW of Searles Valley, CA on 10/30/19 @ 22:56:33 UTC https://t.co/26Fk9F9sOI #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6815,-117.4683333
"USGS reports a M1.42 #earthquake 18km E of Ridgecrest, CA on 10/30/19 @ 22:16:14 UTC https://t.co/HRdnZQ91Ch #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6116676,-117.4781647
"1.5 magnitude #earthquake. 9 mi from Searles Valley, CA, #UnitedStates https://t.co/P4zZ325K91",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.674,-117.515
"USGS reports a M1.55 #earthquake 14km SW of Searles Valley, CA on 10/30/19 @ 21:18:40 UTC https://t.co/EA0TsqMmCm #quake",2019-10-31T08:49:14.080Z,-117.5115,35.667,35.6716652,-117.5053329
