,created,text,location,hashtags,location#,
7,10/28/19 7:54,"USGS reports a M1.5 #earthquake 41km W of Willow, Alaska on 10/28/19 @ 7:50:03 UTC https://t.co/hVaa7IiPiW #quake","{'type': 'Point', 'coordinates': [61.6924, -150.8207]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",8,1
0,10/28/19 11:57,"Ml 3.62 earthquake (reviewed) occured at 2019-10-28T11:46:34 UTC, 117km WSW of Gold Beach, OR https://t.co/iAUsRpbaqz","{'type': 'Point', 'coordinates': [41.9674988, -125.7136688]}",[],9,1
1,10/28/19 11:51,"#Warning #Earthquake: 3.62 Ml, 117 Km West-Southwest of Gold Beach, OR. 2019/10/28. #OR. More in ONDE app.… https://t.co/63Zr5qI3zp","{'type': 'Point', 'coordinates': [41.9674988, -125.7136688]}","[Hashtag(Text='Warning'), Hashtag(Text='Earthquake'), Hashtag(Text='OR')]",9,1
2,10/28/19 11:51,"ML 3.6 (4 min ago)
2km 41.97°N 125.71°W
Oct 28, 2019 11:46:34 UTC
#earthquake","{'type': 'Point', 'coordinates': [41.97, -125.71]}",[Hashtag(Text='earthquake')],9,1
3,10/28/19 11:51,"USGS reports a M3.62 #earthquake 117km WSW of Gold Beach, OR on 10/28/19 @ 11:46:34 UTC https://t.co/2fYvjEMsky #quake","{'type': 'Point', 'coordinates': [41.9674988, -125.7136688]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",9,1
4,10/28/19 11:50,"【Ml3.6】OFF COAST OF NORTHERN CALIFORNIA Depth 2km Oct 28, 2019 11:46:34 UTC (G)https://t.co/xZ46lCzaG8 (EMSC)https://t.co/k9jbU1nubp","{'type': 'Point', 'coordinates': [41.97, -125.71]}",[],9,0
5,10/28/19 11:50,"Ml 3.62 earthquake (automatic) occured at 2019-10-28T11:46:34 UTC, 117km WSW of Gold Beach, OR https://t.co/iAUsRpbaqz","{'type': 'Point', 'coordinates': [41.9674988, -125.7136688]}",[],9,1
6,10/28/19 11:50,"3.6 magnitude #earthquake. 117 km from #GoldBeach, OR, United States https://t.co/7MqByKb8IT","{'type': 'Point', 'coordinates': [41.968, -125.714]}","[Hashtag(Text='earthquake'), Hashtag(Text='GoldBeach')]",9,1
7,10/28/19 11:45,"4.9 magnitude #earthquake. 121 km from Brookings, #OR, United States https://t.co/ym4UilZTij","{'type': 'Point', 'coordinates': [41.905, -125.725]}","[Hashtag(Text='earthquake'), Hashtag(Text='OR')]",9,1
8,10/28/19 11:44,"Mb 4.9 earthquake (reviewed) occured at 2019-10-28T11:01:04 UTC, 120km W of Brookings, Oregon https://t.co/kMyb1rsgQ4","{'type': 'Point', 'coordinates': [41.905, -125.7249]}",[],9,1
9,10/28/19 11:44,"USGS reports a M4.9 #earthquake 120km W of Brookings, Oregon on 10/28/19 @ 11:01:04 UTC https://t.co/aStYjTLCef #quake","{'type': 'Point', 'coordinates': [41.905, -125.7249]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",9,1
0,10/28/19 17:10,"2.4 magnitude #earthquake. 13 km from ##SearlesValley, CA, United States https://t.co/WaDG18U8fy","{'type': 'Point', 'coordinates': [35.661, -117.457]}","[Hashtag(Text='earthquake'), Hashtag(Text='SearlesValley')]",10,1
1,10/28/19 17:10,"2.4 magnitude #earthquake. 8 mi from #SearlesValley, CA, United States https://t.co/Q6dsv7v9zx","{'type': 'Point', 'coordinates': [35.661, -117.457]}","[Hashtag(Text='earthquake'), Hashtag(Text='SearlesValley')]",10,1
2,10/28/19 17:07,"California, United States of America
ML 2.4 (4 min ago)
7km 35.66°N 117.46°W
Oct 28, 2019 17:02:55 UTC
#earthquake","{'type': 'Point', 'coordinates': [35.66, -117.46]}",[Hashtag(Text='earthquake')],10,0
3,10/28/19 17:06,"USGS reports a M2.38 #earthquake 13km SSW of Searles Valley, CA on 10/28/19 @ 17:02:55 UTC https://t.co/gp3UwuwmNH #quake","{'type': 'Point', 'coordinates': [35.6576653, -117.4574966]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
4,10/28/19 16:46,"USGS reports a M1.34 #earthquake 12km SSW of Searles Valley, CA on 10/28/19 @ 16:42:50 UTC https://t.co/mr7srjsw4t #quake","{'type': 'Point', 'coordinates': [35.6751671, -117.4768295]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
5,10/28/19 15:51,"USGS reports a M0.51 #earthquake 12km SW of Searles Valley, CA on 10/28/19 @ 15:16:24 UTC https://t.co/ai7lzzZOjP #quake","{'type': 'Point', 'coordinates': [35.6755, -117.48]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
6,10/28/19 14:23,"USGS reports a M1.04 #earthquake 11km SW of Searles Valley, CA on 10/28/19 @ 14:19:36 UTC https://t.co/sl6VZV7R93 #quake","{'type': 'Point', 'coordinates': [35.7076683, -117.504837]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
7,10/28/19 13:30,"1.6 magnitude #earthquake. 14 km from ##SearlesValley, CA, United States https://t.co/GM5ExeM9WJ","{'type': 'Point', 'coordinates': [35.659, -117.487]}","[Hashtag(Text='earthquake'), Hashtag(Text='SearlesValley')]",10,1
8,10/28/19 13:30,"1.6 magnitude #earthquake. 9 mi from #SearlesValley, CA, United States https://t.co/jqs78SdhJB","{'type': 'Point', 'coordinates': [35.659, -117.487]}","[Hashtag(Text='earthquake'), Hashtag(Text='SearlesValley')]",10,1
9,10/28/19 13:30,"USGS reports a M1.55 #earthquake 14km SSW of Searles Valley, CA on 10/28/19 @ 13:26:46 UTC https://t.co/wTQm1AbPOG #quake","{'type': 'Point', 'coordinates': [35.6590004, -117.4868317]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
10,10/28/19 11:50,"2.5 magnitude #earthquake. 14 km from Ridgecrest, #CA, #UnitedStates https://t.co/xXsJWuoafj","{'type': 'Point', 'coordinates': [35.693, -117.542]}","[Hashtag(Text='earthquake'), Hashtag(Text='CA'), Hashtag(Text='UnitedStates')]",10,1
11,10/28/19 11:50,"2.5 magnitude #earthquake. 9 mi from Ridgecrest, CA, #UnitedStates https://t.co/yhU0IuXDg0","{'type': 'Point', 'coordinates': [35.693, -117.542]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",10,1
12,10/28/19 11:49,"Ml 2.45 earthquake (automatic) occured at 2019-10-28T11:44:13 UTC, 14km ENE of Ridgecrest, CA https://t.co/NdBSifiNT4","{'type': 'Point', 'coordinates': [35.6925, -117.5421667]}",[],10,1
13,10/28/19 11:48,"USGS reports a M2.47 #earthquake 14km NE of Ridgecrest, CA on 10/28/19 @ 11:44:13 UTC https://t.co/UyPH6Fv89d #quake","{'type': 'Point', 'coordinates': [35.6945, -117.5531693]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
14,10/28/19 11:47,"California, United States of America
ML 2.5 (3 min ago)
10km 35.69°N 117.55°W
Oct 28, 2019 11:44:13 UTC
#earthquake","{'type': 'Point', 'coordinates': [35.69, -117.55]}",[Hashtag(Text='earthquake')],10,0
15,10/28/19 11:47,"Ml 2.47 earthquake (automatic) occured at 2019-10-28T11:44:13 UTC, 14km NE of Ridgecrest, CA https://t.co/NdBSifiNT4","{'type': 'Point', 'coordinates': [35.6945, -117.5531693]}",[],10,1
16,10/28/19 11:43,"USGS reports a M1.31 #earthquake 13km SSW of Searles Valley, CA on 10/28/19 @ 11:39:44 UTC https://t.co/r3UM8rL74T #quake","{'type': 'Point', 'coordinates': [35.6681671, -117.4775009]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
17,10/28/19 11:25,"1.9 magnitude #earthquake. 13 km from Ridgecrest, CA, #UnitedStates https://t.co/GOyby8WRrE","{'type': 'Point', 'coordinates': [35.672, -117.545]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",10,1
18,10/28/19 11:25,"1.9 magnitude #earthquake. 8 mi from Ridgecrest, #CA, United States https://t.co/01LXB94Pq2","{'type': 'Point', 'coordinates': [35.672, -117.545]}","[Hashtag(Text='earthquake'), Hashtag(Text='CA')]",10,1
19,10/28/19 11:23,"California, United States of America
ML 2.1 (5 min ago)
0km 35.67°N 117.55°W
Oct 28, 2019 11:18:22 UTC
#earthquake","{'type': 'Point', 'coordinates': [35.67, -117.55]}",[Hashtag(Text='earthquake')],10,0
20,10/28/19 11:23,"USGS reports a M2.1 #earthquake 13km ENE of Ridgecrest, CA on 10/28/19 @ 11:18:22 UTC https://t.co/duuerHbMY6 #quake","{'type': 'Point', 'coordinates': [35.671833, -117.5456696]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
21,10/28/19 11:09,"USGS reports a M1.44 #earthquake 14km ENE of Ridgecrest, CA on 10/28/19 @ 11:05:36 UTC https://t.co/pqn6rmlt7U #quake","{'type': 'Point', 'coordinates': [35.6829987, -117.5356674]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
22,10/28/19 8:56,"USGS reports a M1.44 #earthquake 8km SW of Searles Valley, CA on 10/28/19 @ 8:53:26 UTC https://t.co/Gb7VTGj1zA #quake","{'type': 'Point', 'coordinates': [35.7254982, -117.4704971]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
23,10/28/19 0:31,"USGS reports a M1.26 #earthquake 15km ENE of Ridgecrest, CA on 10/28/19 @ 0:28:36 UTC https://t.co/Tek0fHUo5A #quake","{'type': 'Point', 'coordinates': [35.6886673, -117.5371704]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
24,10/27/19 18:57,"USGS reports a M1.57 #earthquake 8km WSW of Searles Valley, CA on 10/27/19 @ 18:53:18 UTC https://t.co/k06Xe6mSit #quake","{'type': 'Point', 'coordinates': [35.7371674, -117.4778366]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
25,10/27/19 12:25,"USGS reports a M1.07 #earthquake 11km SSW of Searles Valley, CA on 10/27/19 @ 12:21:56 UTC https://t.co/k8lz8V4NWH #quake","{'type': 'Point', 'coordinates': [35.6821671, -117.4554977]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
26,10/27/19 10:29,"USGS reports a M0.65 #earthquake 14km NE of Ridgecrest, CA on 10/27/19 @ 10:24:00 UTC https://t.co/MXgXRIijsh #quake","{'type': 'Point', 'coordinates': [35.7075, -117.5613333]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
27,10/27/19 7:40,"2.7 magnitude #earthquake. 13 km from Searles Valley, #CA, United States https://t.co/j2pc97GGa1","{'type': 'Point', 'coordinates': [35.664, -117.48]}","[Hashtag(Text='earthquake'), Hashtag(Text='CA')]",10,1
28,10/27/19 7:40,"2.7 magnitude #earthquake. 8 mi from Searles Valley, #CA, United States https://t.co/t4j9nGFIlC","{'type': 'Point', 'coordinates': [35.664, -117.48]}","[Hashtag(Text='earthquake'), Hashtag(Text='CA')]",10,1
29,10/27/19 7:37,"Ml 2.71 earthquake (automatic) occured at 2019-10-27T07:33:27 UTC, 13km SSW of Searles Valley, CA https://t.co/vylCIZj4vd","{'type': 'Point', 'coordinates': [35.6643333, -117.4803333]}",[],10,1
30,10/27/19 7:37,"USGS reports a M2.75 #earthquake 14km SSW of Searles Valley, CA on 10/27/19 @ 7:33:27 UTC https://t.co/F5n3Of3wqs #quake","{'type': 'Point', 'coordinates': [35.6618347, -117.4800034]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
31,10/27/19 7:37,"California, United States of America
ML 2.8 (4 min ago)
6km 35.66°N 117.48°W
Oct 27, 2019 07:33:27 UTC
#earthquake","{'type': 'Point', 'coordinates': [35.66, -117.48]}",[Hashtag(Text='earthquake')],10,0
32,10/27/19 7:36,"Ml 2.75 earthquake (automatic) occured at 2019-10-27T07:33:27 UTC, 14km SSW of Searles Valley, CA https://t.co/vylCIZj4vd","{'type': 'Point', 'coordinates': [35.6618347, -117.4800034]}",[],10,1
33,10/27/19 7:00,"1.5 magnitude #earthquake. 5 mi from Searles Valley, CA, #UnitedStates https://t.co/NokcPDXZoW","{'type': 'Point', 'coordinates': [35.732, -117.488]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",10,1
34,10/27/19 6:57,"USGS reports a M1.48 #earthquake 9km WSW of Searles Valley, CA on 10/27/19 @ 6:54:43 UTC https://t.co/QtktNkzM2y #quake","{'type': 'Point', 'coordinates': [35.7285004, -117.4906693]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
35,10/27/19 6:30,"1.6 magnitude #earthquake. 13 km from ##Ridgecrest, CA, United States https://t.co/5FzNcaaTb7","{'type': 'Point', 'coordinates': [35.682, -117.542]}","[Hashtag(Text='earthquake'), Hashtag(Text='Ridgecrest')]",10,1
36,10/27/19 6:30,"1.6 magnitude #earthquake. 8 mi from #Ridgecrest, CA, United States https://t.co/nxsotxb2Oi","{'type': 'Point', 'coordinates': [35.682, -117.542]}","[Hashtag(Text='earthquake'), Hashtag(Text='Ridgecrest')]",10,1
37,10/27/19 6:28,"USGS reports a M1.61 #earthquake 14km ENE of Ridgecrest, CA on 10/27/19 @ 6:24:48 UTC https://t.co/W77tQSqjlv #quake","{'type': 'Point', 'coordinates': [35.6816673, -117.5423355]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
38,10/27/19 5:53,"USGS reports a M1.3 #earthquake 12km SSW of Searles Valley, CA on 10/27/19 @ 5:49:57 UTC https://t.co/R2kxGS955S #quake","{'type': 'Point', 'coordinates': [35.6706657, -117.4501648]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
39,10/27/19 5:02,"USGS reports a M0.75 #earthquake 13km SW of Searles Valley, CA on 10/27/19 @ 4:56:18 UTC https://t.co/5oxwG5g1CF #quake","{'type': 'Point', 'coordinates': [35.671, -117.485]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
40,10/27/19 4:58,"USGS reports a M1.01 #earthquake 12km WSW of Searles Valley, CA on 10/27/19 @ 4:54:18 UTC https://t.co/xYtxclQC74 #quake","{'type': 'Point', 'coordinates': [35.7089996, -117.5134964]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
41,10/27/19 4:40,"2.0 magnitude #earthquake. 9 mi from Searles Valley, CA, #UnitedStates https://t.co/IAfTRVNoLp","{'type': 'Point', 'coordinates': [35.743, -117.559]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",10,1
42,10/27/19 4:37,"California, United States of America
ML 2.0 (4 min ago)
4km 35.74°N 117.56°W
Oct 27, 2019 04:32:59 UTC
#earthquake","{'type': 'Point', 'coordinates': [35.74, -117.56]}",[Hashtag(Text='earthquake')],10,0
43,10/27/19 4:36,"USGS reports a M2.05 #earthquake 14km W of Searles Valley, CA on 10/27/19 @ 4:32:59 UTC https://t.co/9eYREtIrIg #quake","{'type': 'Point', 'coordinates': [35.7428322, -117.5593338]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
44,10/27/19 4:35,"USGS reports a M1.01 #earthquake 14km W of Searles Valley, CA on 10/27/19 @ 4:31:20 UTC https://t.co/RZWWbZmADk #quake","{'type': 'Point', 'coordinates': [35.7490005, -117.5571671]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
45,10/27/19 4:32,"USGS reports a M1.58 #earthquake 14km SW of Searles Valley, CA on 10/27/19 @ 4:28:06 UTC https://t.co/PyvD3GT2UC #quake","{'type': 'Point', 'coordinates': [35.6674995, -117.4993362]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
46,10/27/19 2:36,"USGS reports a M1.04 #earthquake 14km WSW of Searles Valley, CA on 10/27/19 @ 2:32:52 UTC https://t.co/45GvzjEoze #quake","{'type': 'Point', 'coordinates': [35.7398338, -117.5558319]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
47,10/27/19 0:50,"USGS reports a M0.95 #earthquake 13km ENE of Ridgecrest, CA on 10/27/19 @ 0:46:06 UTC https://t.co/Dozr0VLluD #quake","{'type': 'Point', 'coordinates': [35.6866684, -117.5513306]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
48,10/27/19 0:14,"USGS reports a M0.71 #earthquake 15km NE of Ridgecrest, CA on 10/27/19 @ 0:08:34 UTC https://t.co/p6gVXQIgMo #quake","{'type': 'Point', 'coordinates': [35.7268333, -117.5668333]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
49,10/26/19 23:36,"USGS reports a M1.07 #earthquake 15km SW of Searles Valley, CA on 10/26/19 @ 23:32:28 UTC https://t.co/XhkjY6zHPj #quake","{'type': 'Point', 'coordinates': [35.659832, -117.5016632]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
50,10/26/19 23:25,"2.0 magnitude #earthquake. 15 km from Searles Valley, #CA, United States https://t.co/NRvZuBSgDJ","{'type': 'Point', 'coordinates': [35.658, -117.503]}","[Hashtag(Text='earthquake'), Hashtag(Text='CA')]",10,1
51,10/26/19 23:25,"2.0 magnitude #earthquake. 9 mi from Searles Valley, #CA, United States https://t.co/o9WAQSTwap","{'type': 'Point', 'coordinates': [35.658, -117.503]}","[Hashtag(Text='earthquake'), Hashtag(Text='CA')]",10,1
52,10/26/19 23:25,"USGS reports a M2.01 #earthquake 15km SW of Searles Valley, CA on 10/26/19 @ 23:21:05 UTC https://t.co/8INsXZblky #quake","{'type': 'Point', 'coordinates': [35.6575012, -117.503334]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
53,10/26/19 23:24,"California, United States of America
ML 2.0 (3 min ago)
7km 35.66°N 117.50°W
Oct 26, 2019 23:21:05 UTC
#earthquake","{'type': 'Point', 'coordinates': [35.66, -117.5]}",[Hashtag(Text='earthquake')],10,0
54,10/26/19 22:47,"USGS reports a M1 #earthquake 14km SSW of Searles Valley, CA on 10/26/19 @ 22:43:10 UTC https://t.co/56FkvCZr1r #quake","{'type': 'Point', 'coordinates': [35.6604996, -117.4916687]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
55,10/26/19 22:37,"USGS reports a M0.93 #earthquake 15km SW of Searles Valley, CA on 10/26/19 @ 22:31:08 UTC https://t.co/BDXcItiZwh #quake","{'type': 'Point', 'coordinates': [35.6780014, -117.5238342]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
56,10/26/19 22:05,"USGS reports a M1.55 #earthquake 13km SSW of Searles Valley, CA on 10/26/19 @ 22:00:37 UTC https://t.co/fnAJ7nfmhQ #quake","{'type': 'Point', 'coordinates': [35.6671677, -117.4758301]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
57,10/26/19 20:37,"USGS reports a M0.77 #earthquake 14km SW of Searles Valley, CA on 10/26/19 @ 20:32:28 UTC https://t.co/ub4zGR2kNB #quake","{'type': 'Point', 'coordinates': [35.694, -117.5311667]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
58,10/26/19 18:50,"USGS reports a M0.7 #earthquake 14km SSW of Searles Valley, CA on 10/26/19 @ 18:44:35 UTC https://t.co/KSFcGfHA6C #quake","{'type': 'Point', 'coordinates': [35.6546667, -117.4671667]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
59,10/26/19 17:28,"USGS reports a M1.28 #earthquake 15km ENE of Ridgecrest, CA on 10/26/19 @ 17:24:35 UTC https://t.co/xpT2TSVZuy #quake","{'type': 'Point', 'coordinates': [35.666832, -117.5250015]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
60,10/26/19 17:19,"USGS reports a M1.32 #earthquake 11km SSW of Searles Valley, CA on 10/26/19 @ 17:15:46 UTC https://t.co/wl5EEgkqrw #quake","{'type': 'Point', 'coordinates': [35.671833, -117.4351654]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
61,10/26/19 17:14,"USGS reports a M0.75 #earthquake 16km W of Searles Valley, CA on 10/26/19 @ 17:07:03 UTC https://t.co/9EPQbjJ8W2 #quake","{'type': 'Point', 'coordinates': [35.752, -117.5795]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
62,10/26/19 17:02,"USGS reports a M1.63 #earthquake 13km WSW of Searles Valley, CA on 10/26/19 @ 16:54:56 UTC https://t.co/zHcSQA46nE #quake","{'type': 'Point', 'coordinates': [35.706501, -117.5231705]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
63,10/26/19 16:24,"USGS reports a M1.41 #earthquake 14km SW of Searles Valley, CA on 10/26/19 @ 16:21:08 UTC https://t.co/b0HIYw151H #quake","{'type': 'Point', 'coordinates': [35.6808319, -117.5118332]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
64,10/26/19 15:46,"USGS reports a M1.08 #earthquake 14km SW of Searles Valley, CA on 10/26/19 @ 15:42:39 UTC https://t.co/nJORsFjU0q #quake","{'type': 'Point', 'coordinates': [35.6773338, -117.5134964]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
65,10/26/19 15:17,"USGS reports a M0.5 #earthquake 13km WSW of Searles Valley, CA on 10/26/19 @ 15:11:27 UTC https://t.co/TIa4OlZNBP #quake","{'type': 'Point', 'coordinates': [35.7055, -117.5215]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
66,10/26/19 15:05,"USGS reports a M1.32 #earthquake 14km SSW of Searles Valley, CA on 10/26/19 @ 15:01:22 UTC https://t.co/o79TW1adx7 #quake","{'type': 'Point', 'coordinates': [35.6481667, -117.4509964]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
67,10/26/19 13:56,"USGS reports a M1 #earthquake 12km NE of Ridgecrest, CA on 10/26/19 @ 13:51:33 UTC https://t.co/f2CDDSL04a #quake","{'type': 'Point', 'coordinates': [35.7018318, -117.5941696]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
68,10/26/19 13:45,"USGS reports a M1.3 #earthquake 15km SW of Searles Valley, CA on 10/26/19 @ 13:40:43 UTC https://t.co/i9OqH1Va7L #quake","{'type': 'Point', 'coordinates': [35.6708336, -117.5201645]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
69,10/26/19 13:16,"USGS reports a M0.56 #earthquake 13km SSW of Searles Valley, CA on 10/26/19 @ 13:10:29 UTC https://t.co/ldnv8wkP8k #quake","{'type': 'Point', 'coordinates': [35.658, -117.4641667]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
70,10/26/19 12:33,"USGS reports a M0.98 #earthquake 15km W of Searles Valley, CA on 10/26/19 @ 12:29:04 UTC https://t.co/LpyXRYXkTb #quake","{'type': 'Point', 'coordinates': [35.7543335, -117.5693359]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
71,10/26/19 12:29,"USGS reports a M0.99 #earthquake 14km ENE of Ridgecrest, CA on 10/26/19 @ 12:24:26 UTC https://t.co/vxPGc5kfHN #quake","{'type': 'Point', 'coordinates': [35.6653328, -117.5329971]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
72,10/26/19 11:44,"USGS reports a M1.46 #earthquake 15km SW of Searles Valley, CA on 10/26/19 @ 11:41:07 UTC https://t.co/4SAdW58AgK #quake","{'type': 'Point', 'coordinates': [35.6538315, -117.5018311]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
73,10/26/19 10:15,"1.9 magnitude #earthquake. 13 km from #SearlesValley, #CA, United States https://t.co/cVGytnwaWB","{'type': 'Point', 'coordinates': [35.667, -117.477]}","[Hashtag(Text='earthquake'), Hashtag(Text='SearlesValley'), Hashtag(Text='CA')]",10,1
74,10/26/19 10:15,"1.9 magnitude #earthquake. 8 mi from #SearlesValley, CA, United States https://t.co/StmhA0yd9y","{'type': 'Point', 'coordinates': [35.667, -117.477]}","[Hashtag(Text='earthquake'), Hashtag(Text='SearlesValley')]",10,1
75,10/26/19 10:13,"USGS reports a M1.94 #earthquake 13km SSW of Searles Valley, CA on 10/26/19 @ 10:10:03 UTC https://t.co/iHrSlmPPfc #quake","{'type': 'Point', 'coordinates': [35.6663322, -117.4796677]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
76,10/26/19 9:41,"USGS reports a M1.3 #earthquake 12km SW of Searles Valley, CA on 10/26/19 @ 9:37:29 UTC https://t.co/BTWUzWgCyY #quake","{'type': 'Point', 'coordinates': [35.6861649, -117.4828339]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
77,10/26/19 9:25,"1.8 magnitude #earthquake. 14 km from #Ridgecrest, #CA, United States https://t.co/EV6v2o5uKJ","{'type': 'Point', 'coordinates': [35.672, -117.524]}","[Hashtag(Text='earthquake'), Hashtag(Text='Ridgecrest'), Hashtag(Text='CA')]",10,1
78,10/26/19 9:25,"1.8 magnitude #earthquake. 9 mi from #Ridgecrest, CA, United States https://t.co/0xzVv94fpb","{'type': 'Point', 'coordinates': [35.672, -117.524]}","[Hashtag(Text='earthquake'), Hashtag(Text='Ridgecrest')]",10,1
79,10/26/19 9:22,"USGS reports a M1.84 #earthquake 15km ENE of Ridgecrest, CA on 10/26/19 @ 9:19:02 UTC https://t.co/FDe0LcFqcq #quake","{'type': 'Point', 'coordinates': [35.6720009, -117.5240021]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
80,10/26/19 9:05,"USGS reports a M1.08 #earthquake 12km ENE of Ridgecrest, CA on 10/26/19 @ 9:02:15 UTC https://t.co/T7OlM1Hrhb #quake","{'type': 'Point', 'coordinates': [35.659668, -117.5490036]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
81,10/26/19 8:09,"USGS reports a M1.1 #earthquake 13km SSW of Searles Valley, CA on 10/26/19 @ 8:05:49 UTC https://t.co/YgttuWWstm #quake","{'type': 'Point', 'coordinates': [35.6666679, -117.4861679]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
82,10/26/19 7:35,"2.3 magnitude #earthquake. 9 mi from #Ridgecrest, CA, United States https://t.co/1Tfagmhg4w","{'type': 'Point', 'coordinates': [35.713, -117.566]}","[Hashtag(Text='earthquake'), Hashtag(Text='Ridgecrest')]",10,1
83,10/26/19 7:31,"California, United States of America
ML 2.4 (3 min ago)
2km 35.71°N 117.56°W
Oct 26, 2019 07:27:56 UTC
#earthquake","{'type': 'Point', 'coordinates': [35.71, -117.56]}",[Hashtag(Text='earthquake')],10,0
84,10/26/19 7:31,"USGS reports a M2.36 #earthquake 14km NE of Ridgecrest, CA on 10/26/19 @ 7:27:56 UTC https://t.co/yjnKYL7J0p #quake","{'type': 'Point', 'coordinates': [35.7123337, -117.5616684]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
85,10/26/19 7:25,"1.7 magnitude #earthquake. 9 mi from Ridgecrest, CA, #UnitedStates https://t.co/zisJo8lZc7","{'type': 'Point', 'coordinates': [35.716, -117.559]}","[Hashtag(Text='earthquake'), Hashtag(Text='UnitedStates')]",10,1
86,10/26/19 7:24,"USGS reports a M0.63 #earthquake 14km NE of Ridgecrest, CA on 10/26/19 @ 7:19:02 UTC https://t.co/2tMhXiRPbW #quake","{'type': 'Point', 'coordinates': [35.7058333, -117.5623333]}","[Hashtag(Text='earthquake'), Hashtag(Text='quake')]",10,1
